"Method","Company #","Company","Address","Order #","Name","#","Last","Ship Date","Invoice Amount","Status"
"Spokane Truck","199","Spokane Custom Cabinets","5105  N Freya, Spokane, WA 99217","79594","Copy of wiersma doors  (77346)","1","DOORS-On Pallet 07/11/2022 01:40 PM","Jul 14,2022","38.01","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77710","Morrison Residence redo","3","DOORS-Loaded in Truck 06/01/2022 02:23 PM","Jun 02,2022","284.15","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77676"," REINBOLD (76567) crown","2","DOORS-Loaded in Truck 06/01/2022 02:24 PM","Jun 02,2022","124.40","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77679","fn-REINBOLD (76567) drawers","3","BOXES-Loaded in Truck 06/01/2022 02:22 PM","Jun 02,2022","183.76","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","76567","REINBOLD","13","DOORS-Loaded in Truck 06/01/2022 02:24 PM","Jun 02,2022","698.09","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77907","fin- Peterson Res. (77853) #2","6","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","438.98","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77853","Peterson Res.","11","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","689.84","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77908","fin-Ulmen Res.  (77362) drawers #1","11","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","709.02","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77909","fin-Ulmen Res.  (77362) drawers #2","1","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","77.00","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77362","FIN-Ulmen Res. ","30","DOORS-Loaded in Truck 06/08/2022 02:10 PM","Jun 09,2022","2,286.77","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77352","fin-DM 1218 (77340) drawers ","23","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","1,727.72","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77862","FIN-VOSS","2","DOORS-Loaded in Truck 06/08/2022 02:08 PM","Jun 09,2022","52.30","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78276","fin-Mize Residence drawers","6","BOXES-Loaded in Truck 06/16/2022 05:25 AM","Jun 16,2022","544.50","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78190","FIN-DM 1218 doors (77340) specialty ","8","DOORS-Loaded in Truck 06/16/2022 05:23 AM","Jun 16,2022","808.52","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78100","  Denton Appliance Panels (77969) #2","4","DOORS-Loaded in Truck 06/16/2022 05:24 AM","Jun 16,2022","1,255.72","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77969","Denton Appliance Panels #1","3","DOORS-Loaded in Truck 06/16/2022 05:24 AM","Jun 16,2022","1,047.07","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78070","fin-Peterson#2 (78040) drawer 2","6","BOXES-Loaded in Truck 06/16/2022 05:25 AM","Jun 16,2022","511.49","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78040","fin-Peterson#2 #1","1","BOXES-Loaded in Truck 06/16/2022 05:25 AM","Jun 16,2022","58.89","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78278","FIN- Layton Custom Add on (78241) #2","2","DOORS-On Pallet 06/16/2022 07:06 AM","Jun 20,2022","314.74","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78241","FIN-Layton Custom Add on PART 1","3","DOORS-Loaded in Truck 06/17/2022 03:09 PM","Jun 20,2022","253.41","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78216","FIN-Elmer Alpine 1","35","DOORS-Loaded in Truck 06/17/2022 03:09 PM","Jun 20,2022","2,035.12","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78217","FIN- Elmer Alpine 2","35","DOORS-Loaded in Truck 06/17/2022 03:09 PM","Jun 20,2022","2,035.12","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78218","FIN-Elmer Alpine 3 ","35","DOORS-Loaded in Truck 06/17/2022 03:09 PM","Jun 20,2022","2,035.12","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","77828","Trek Evan","79","DOORS-Loaded in Truck 06/17/2022 03:10 PM","Jun 20,2022","7,250.27","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78058","FIN-Jones Residence #1","37","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","5,121.37","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78149","fin-Jones Residence (78058)drawers #1","6","BOXES-Loaded in Truck 06/22/2022 02:59 PM","Jun 23,2022","1,169.64","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78150","fin-Jones Residence (78058) drawers #2","13","BOXES-Loaded in Truck 06/22/2022 02:59 PM","Jun 23,2022","1,373.45","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78151"," Jones Residence (78058) #2","8","DOORS-Loaded in Truck 06/22/2022 03:01 PM","Jun 23,2022","2,389.32","Payment Needed"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78991","fin-1221 & 1231 Drawers","26","BOXES-On Pallet 07/11/2022 06:50 AM","Jul 12,2022","2,326.44","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78865","FIN-Ulman 2","4","DOORS-On Pallet 07/07/2022 08:40 AM","Jul 18,2022","553.72","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78878"," fin- Ulman 2 (78865) drawer","4","none","Jul 19,2022","356.66","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78243","FIN-Keller Plateau-5","37","DOORS-Finish- in process 07/08/2022 08:48 AM","Jul 21,2022","3,192.44","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78978","1231 Vernon (2000L) Pure White","37","DOORS-Pro-Scale  07/08/2022 09:56 AM","Jul 21,2022","3,562.74","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79047","1231 Vernon (2000L) (78978) Tricorn Black","7","DOORS-Finish- in process 07/08/2022 08:47 AM","Jul 21,2022","775.00","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79050","1221 Vernon (2000L) (78975) Pure White","7","DOORS-Finish- in process 07/08/2022 08:47 AM","Jul 21,2022","741.31","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","78975","1221 Vernon (2000L) Pure White","45","DOORS-Finish- in process 07/12/2022 10:25 AM","Jul 21,2022","4,489.30","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79020","FIN-Keller Plateau-7 ","37","DOORS-Pro-Scale  07/12/2022 01:29 PM","Jul 25,2022","3,053.61","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79021","FIN-Elmer Plateau-5 ","37","DOORS-Pro-Scale  07/12/2022 12:49 PM","Jul 25,2022","3,053.61","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79022","FIN- Elmer Plateau-7 ","37","DOORS-Cutlisted - In Process 07/07/2022 01:42 PM","Jul 25,2022","3,053.61","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79580","1231 Deer Meadows Fireplace","8","none","Jul 28,2022","397.20","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79701","fin-ulmen basement (79676) drawers","8","none","Jul 28,2022","485.86","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79676","FIN-ulmen basement","16","DOORS-Solid Panel - Profiling 07/12/2022 07:40 AM","Jul 28,2022","1,904.61","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79031","FIN-Keller-4 Confluence","49","DOORS-Cutlisted - In Process 07/08/2022 01:48 PM","Jul 28,2022","3,462.41","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79034","FIN-Keller-6 Confluence","49","DOORS-Cutlisted - In Process 07/08/2022 01:48 PM","Jul 28,2022","3,462.41","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79035","FIN-Elmer-6 Confluence","49","DOORS-Cutlisted - In Process 07/08/2022 01:48 PM","Jul 28,2022","3,462.41","Ship Order"
"Spokane Truck","926","Faber Built","3808 N Sullivan Rd Bldg-5K, Spokane Valley, WA 99216","79036","FIN-Elmer-1 Confluence","49","DOORS-Cutlisted - In Process 07/08/2022 01:48 PM","Jul 28,2022","3,462.41","Ship Order"
"Spokane Truck","96","R&D Woodworking Inc","7220 North Market Street, Spokane, WA 99217","77284","Taylor 02-white","53","DOORS-Loaded in Truck 06/01/2022 02:24 PM","Jun 02,2022","3,318.91","Payment Needed"
"Spokane Truck","96","R&D Woodworking Inc","7220 North Market Street, Spokane, WA 99217","78164","Doug L drawers","15","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","963.38","Payment Needed"
"Spokane Truck","96","R&D Woodworking Inc","7220 North Market Street, Spokane, WA 99217","78165","Doug L Hickory","9","DOORS-Loaded in Truck 06/08/2022 02:09 PM","Jun 09,2022","308.65","Payment Needed"
"Spokane Truck","96","R&D Woodworking Inc","7220 North Market Street, Spokane, WA 99217","75308","2214 JWC","139","DOORS-Loaded in Truck 06/16/2022 05:21 AM","Jun 16,2022","5,141.98","Payment Needed"
"Spokane Truck","96","R&D Woodworking Inc","7220 North Market Street, Spokane, WA 99217","79270","JWC ","2","DOORS-On Pallet 07/11/2022 09:47 AM","Jul 18,2022","60.40","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78324","fin-Add for Bonnie and Clyde (77613) (78288) drawe","3","BOXES-Loaded in Truck 06/01/2022 02:22 PM","Jun 02,2022","278.12","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78288","Add for Bonnie and Clyde (77613)","7","DOORS-Loaded in Truck 06/01/2022 02:23 PM","Jun 02,2022","341.66","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78673","Remake of Gibson (76553)","1","DOORS-Loaded in Truck 06/10/2022 01:39 PM","Jun 13,2022","0.00","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78095","CHARLTON NEW ISLAND","3","DOORS-Loaded in Truck 06/10/2022 01:39 PM","Jun 13,2022","212.66","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78355","Fidavi ","1","DOORS-Loaded in Truck 06/16/2022 05:24 AM","Jun 16,2022","20.14","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79059","Remake of  Rideout Kitchen Doors PG (76680) #2 (76","1","DOORS-Loaded in Truck 06/22/2022 03:01 PM","Jun 23,2022","0.00","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78486","Fidavi Kitchen","30","DOORS-Loaded in Truck 06/22/2022 03:05 PM","Jun 23,2022","3,062.71","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78509","fin-Fidavi Drawers","9","BOXES-Loaded in Truck 06/22/2022 03:00 PM","Jun 23,2022","890.72","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78521","fin-Fidavi Rollouts drawer","6","BOXES-Loaded in Truck 06/22/2022 03:00 PM","Jun 23,2022","509.90","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78959","fin-Rideout Drawer Add","2","BOXES-Loaded in Truck 06/22/2022 03:00 PM","Jun 23,2022","257.69","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78901","Rideout Master Vanity Drawer fronts redo","3","DOORS-On Pallet 06/21/2022 01:39 PM","Jun 23,2022","119.31","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78731"," Loren Kitchen (78678) #2","22","DOORS-Loaded in Truck 06/29/2022 03:26 PM","Jun 29,2022","2,894.97","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78678","Loren Kitchen #1","31","DOORS-Loaded in Truck 06/29/2022 03:26 PM","Jun 29,2022","2,203.03","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78815","Young Waste Door","1","DOORS-Loaded in Truck 06/29/2022 03:26 PM","Jun 30,2022","37.86","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78567","fin-Tobias Roll Out drawer","2","BOXES-Loaded in Truck 06/29/2022 03:27 PM","Jun 30,2022","143.50","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78774","Loren Beverage","6","BOXES-Loaded in Truck 07/06/2022 01:58 PM","Jul 07,2022","249.32","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78767","Loren Cubbies","3","BOXES-Loaded in Truck 07/06/2022 01:58 PM","Jul 07,2022","211.72","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78723","Loren Laundry","22","BOXES-Loaded in Truck 07/06/2022 01:58 PM","Jul 07,2022","1,069.21","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78747","Loren Library","19","BOXES-Loaded in Truck 07/06/2022 01:58 PM","Jul 07,2022","734.52","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78749","fin-Loren Library Drawers","13","DOORS-Loaded in Truck 07/06/2022 01:57 PM","Jul 07,2022","1,180.05","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78750","fin-Loren Laundry Drawers","4","DOORS-Loaded in Truck 07/06/2022 01:57 PM","Jul 07,2022","384.38","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78697","fin-Loren Kitchen Drawers","28","BOXES-Loaded in Truck 07/08/2022 02:00 PM","Jul 11,2022","3,084.09","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78715","Loren Master Doors","25","DOORS-Loaded in Truck 07/08/2022 01:59 PM","Jul 11,2022","1,152.62","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78717","fin-Loren Master Drawers","17","BOXES-Loaded in Truck 07/08/2022 02:00 PM","Jul 11,2022","1,450.71","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78719","Loren Linen","4","DOORS-Loaded in Truck 07/08/2022 01:58 PM","Jul 11,2022","312.51","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79556","Add #2 for Bonnie and Clyde (77613) (78288)","1","DOORS-Loaded in Truck 07/08/2022 01:57 PM","Jul 14,2022","0.00","Payment Needed"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79171","Marshall Add","1","DOORS-On Pallet 07/11/2022 09:20 AM","Jul 14,2022","103.32","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79539","Bonnie DF Add","2","DOORS-On Pallet 07/11/2022 01:41 PM","Jul 14,2022","71.74","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79328","fin-young drawer","1","none","Jul 18,2022","69.65","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","78822","fin-Wutzke Bunk Drawers","6","none","Jul 25,2022","697.82","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79593","Cazier DW Panel","1","DOORS-Solid Panel - Profiling 07/12/2022 07:44 AM","Jul 25,2022","87.70","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79710","Bushong","16","none","Aug 02,2022","656.99","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79711","fin-Bushong Drawers","8","none","Aug 02,2022","557.22","Ship Order"
"Spokane Truck","342","Clearwater Builders LLC","11409 N. Government Way, Hayden, ID 83835","79729","fin-Wright Replace drawer","1","none","Aug 02,2022","69.65","Ship Order"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","77248","22-035 SELECT MAPLE-THOSATH WEDEL","47","DOORS-Loaded in Truck 06/01/2022 02:25 PM","Jun 02,2022","4,850.50","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","77605","HAINSWORTH-JASON","4","DOORS-Loaded in Truck 06/01/2022 02:25 PM","Jun 06,2022","682.59","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane , WA 99206","76816","#22-032 -Parsons - Weaver -  Slim Shaker PG ","30","DOORS-Loaded in Truck 06/08/2022 02:10 PM","Jun 08,2022","2,745.36","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","77802","22-039-STROHMAIER-HEIN","7","DOORS-Loaded in Truck 06/08/2022 02:10 PM","Jun 09,2022","618.28","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78532","22-031FU-COPELAND-ENGLER (76376)","1","DOORS-Loaded in Truck 06/08/2022 02:09 PM","Jun 09,2022","57.89","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78365","#22-029 - Parsons - Wallingford - ADD","5","DOORS-Loaded in Truck 06/10/2022 01:39 PM","Jun 13,2022","206.08","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78834"," #22-036-CHRISTENSEN (75924) breadboard","2","BOXES-Loaded in Truck 07/06/2022 01:59 PM","Jul 07,2022","329.84","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","75924","#22-036-CHRISTENSEN","46","BOXES-Loaded in Truck 07/06/2022 01:59 PM","Jul 07,2022","3,904.02","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","79179","#22-019 - Kovanda - hickory panels","4","BOXES-Loaded in Truck 07/06/2022 01:59 PM","Jul 07,2022","644.40","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78894","#22-020 - MW - Powell","121","BOXES-Loaded in Truck 07/06/2022 02:00 PM","Jul 11,2022","5,095.06","Payment Needed"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78960","Jensen-door","1","DOORS-On Pallet 07/12/2022 10:23 AM","Jul 14,2022","52.57","Ship Order"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","78363","22-042-HOFFMAN","7","DOORS-On Pallet 07/11/2022 02:15 PM","Jul 14,2022","263.29","Ship Order"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","79577","#22-033 - Yost - Yost Cabin - replacements","5","DOORS-Solid Panel - Profiling 07/12/2022 12:35 PM","Jul 21,2022","409.17","Ship Order"
"Spokane Truck","49","Coyote Creek Cabinets Inc","421 S. Dishman-Mica Rd., Spokane, WA 99206","79693"," #22-029 - Parsons - Wallingford bath ","4","none","Jul 28,2022","128.96","Ship Order"
"Spokane Truck","808","Northwest Habitat LLC","72 North Windriver Rd., Silverton, ID 83867","78066","Copy of Copy of Connie - add toe kick (77236)","5","DOORS-Loaded in Truck 06/01/2022 02:24 PM","Jun 02,2022","0.00","Payment Needed"
"Spokane Truck","808","Northwest Habitat LLC","72 North Windriver Rd., Silverton, ID 83867","78910","Copy of Connie - add Face Frame Stock (772","5","SPECIALTY-Loaded on Truck 06/17/2022 02:41 PM","Jun 20,2022","0.00","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78273","Copy of fin- E2999-3 HTE 3 drawers (74363)","2","BOXES-Loaded in Truck 06/01/2022 02:22 PM","Jun 02,2022","209.72","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78208","fin-E2855 EV4-1 DRAWERS bunk bed","8","BOXES-Loaded in Truck 06/08/2022 02:07 PM","Jun 09,2022","708.80","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78700","fin-E-2999-5 HTF 5 DRAWERS","30","BOXES-Loaded in Truck 06/17/2022 02:40 PM","Jun 20,2022","2,756.48","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","79117","fin-E3006 EV 4-2 DRAWERS","87","BOXES-Loaded in Truck 06/29/2022 03:28 PM","Jun 30,2022","8,298.45","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78687","fin-E2997 EV 4-4 hall DRAWERS","73","BOXES-Loaded in Truck 07/08/2022 02:01 PM","Jul 11,2022","8,039.53","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78971","fin-E2751 Griffin DRAWERS","11","BOXES-Loaded in Truck 07/08/2022 02:01 PM","Jul 11,2022","1,121.30","Payment Needed"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","78338","fin-E2999-6 HTF 6 DRAWERS","31","none","Jul 14,2022","2,944.72","Ship Order"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","79368","fin-E3001 Molokini 1A DRAWERS #1","86","none","Jul 18,2022","7,626.88","Ship Order"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","79411"," fin-E3001 Molokini 1A DRAWERS (79368) #2","2","none","Jul 18,2022","242.88","Ship Order"
"Spokane Truck","265","Jerry Short Cabinets and Millwork","600 West Lancaster Rd, Hayden, ID 83835","79485","fin-E3001 Molokini 1B DRAWERS","85","none","Jul 28,2022","8,958.22","Ship Order"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78413","Remake of fin-22069 Dawes WO30994 PO20663 drawers ","2","BOXES-Loaded in Truck 06/03/2022 01:58 PM","Jun 06,2022","0.00","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78414","Remake of 22069 Dawes WO30996 PO20673 (77595)","1","BOXES-Loaded in Truck 06/03/2022 01:58 PM","Jun 06,2022","0.00","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78088","22070 Ringger WO31028 PO20837","15","DOORS-Loaded in Truck 06/10/2022 01:40 PM","Jun 13,2022","763.98","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","77768","22069 Dawes WO30995 PO20700","28","DOORS-Loaded in Truck 06/10/2022 01:40 PM","Jun 13,2022","2,063.85","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","76539","20499 Yari WO30598 PO20436","20","DOORS-Loaded in Truck 06/16/2022 05:21 AM","Jun 16,2022","1,375.90","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78858","Remake of fin-22069 Dawes WO30994 PO20663 drawers ","2","BOXES-Loaded in Truck 06/16/2022 05:27 AM","Jun 17,2022","0.00","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78853","Remake of 22069 Dawes WO30996 PO20672 (77594)","1","DOORS-Loaded in Truck 06/17/2022 02:37 PM","Jun 20,2022","0.00","Payment Needed"
"Spokane Truck","859","Artifex Woodworking LLC","3505 W Seltice Way, Coeur D Alene, ID 83814","78090","fin-22077 Clark WO31090 PO20838 drawers","16","BOXES-Loaded in Truck 06/17/2022 02:40 PM","Jun 20,2022","1,610.71","Payment Needed"
